Board State ,EVAL
r1bqkbnr/ppp2ppp/2n5/4p3/3P4/1PN5/PBPP1PPP/R2QKBNR b KQkq - 0 5,[%eval -0.33]
r1bqkbnr/ppp2ppp/2n5/8/3p4/1PN5/PBPP1PPP/R2QKBNR w KQkq - 0 6,[%eval -0.38]
r1bqkbnr/ppp2ppp/2n5/8/N2p4/1P6/PBPP1PPP/R2QKBNR b KQkq - 1 6,[%eval -0.76]
r1b1kbnr/ppp1qppp/2n5/8/N2p4/1P6/PBPP1PPP/R2QKBNR w KQkq - 2 7,[%eval -0.88]
r1b1kbnr/ppp1qppp/2n5/8/N2p4/1P6/PBPPQPPP/R3KBNR b KQkq - 3 7,[%eval -0.87]
r1b1kbnr/ppp1qppp/2n5/8/N7/1P1p4/PBPPQPPP/R3KBNR w KQkq - 0 8,[%eval 0.46]
r1b1kbnr/ppp1qppp/2n5/8/N7/1P1P4/PB1PQPPP/R3KBNR b KQkq - 0 8,[%eval -0.27]
r3kbnr/ppp1qppp/2n5/8/N5b1/1P1P4/PB1PQPPP/R3KBNR w KQkq - 1 9,[%eval 0.12]
r3kbnr/ppp1qppp/2n5/8/N5b1/1P1P1P2/PB1PQ1PP/R3KBNR b KQkq - 0 9,[%eval -0.14]
2kr1bnr/ppp1qppp/2n5/8/N5b1/1P1P1P2/PB1PQ1PP/R3KBNR w KQ - 1 10,[%eval 3.12]
2kr1bnr/ppp1qppp/2n5/8/N5b1/1P1P1P2/PB1PQ1PP/2KR1BNR b - - 2 10,[%eval -0.56]
2kr1bnr/ppp2ppp/2n5/8/Nq4b1/1P1P1P2/PB1PQ1PP/2KR1BNR w - - 3 11,[%eval 3.21]
2kr1bnr/ppp2ppp/2n5/8/Nq4P1/1P1P4/PB1PQ1PP/2KR1BNR b - - 0 11,[%eval 3.33]
2kr1bnr/ppp2ppp/8/8/Nq1n2P1/1P1P4/PB1PQ1PP/2KR1BNR w - - 1 12,[%eval 3.47]
2kr1bnr/ppp2ppp/8/8/Nq1B2P1/1P1P4/P2PQ1PP/2KR1BNR b - - 0 12,[%eval 3.18]
2kr1bnr/ppp2ppp/8/8/N2q2P1/1P1P4/P2PQ1PP/2KR1BNR w - - 0 13,[%eval 3.13]
2kr1bnr/ppp2ppp/8/8/N2q2P1/1P1P1N2/P2PQ1PP/2KR1B1R b - - 1 13,[%eval 0.0]
2kr2nr/ppp2ppp/8/8/N2q2P1/bP1P1N2/P2PQ1PP/2KR1B1R w - - 2 14,[%eval 2.9]
2kr2nr/ppp2ppp/8/8/N2q2P1/bP1P1N2/P2PQ1PP/1K1R1B1R b - - 3 14,[%eval 2.93]
2kr2nr/ppp2ppp/8/8/N5q1/bP1P1N2/P2PQ1PP/1K1R1B1R w - - 0 15,[%eval 3.03]
2kr2nr/ppp2ppp/8/8/N5q1/bP1P1N1P/P2PQ1P1/1K1R1B1R b - - 0 15,[%eval 2.9]
2kr2nr/ppp2ppp/6q1/8/N7/bP1P1N1P/P2PQ1P1/1K1R1B1R w - - 1 16,[%eval 3.08]
2kr2nr/ppp2ppp/6q1/8/N7/bP1P1N1P/P2P1QP1/1K1R1B1R b - - 2 16,[%eval 2.93]
2k3nr/ppp2ppp/6q1/8/N7/bP1r1N1P/P2P1QP1/1K1R1B1R w - - 0 17,[%eval 4.98]
2k3nr/ppp2ppp/6q1/4N3/N7/bP1r3P/P2P1QP1/1K1R1B1R b - - 1 17,[%eval 4.63]
2k3nr/ppp2ppp/6q1/4N3/N7/br5P/P2P1QP1/1K1R1B1R w - - 0 18,[%eval 4.65]
2k3nr/ppp2ppp/6q1/4N3/N7/br5P/P2P1QP1/K2R1B1R b - - 1 18,[%eval 4.58]
2k3nr/ppp2ppp/8/4N3/N7/br5P/P1qP1QP1/K2R1B1R w - - 2 19,[%eval 4.43]
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3 0 1,[%eval 0.23]
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq d6 0 2,[%eval 0.25]
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3 0 2,[%eval 0.19]
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,[%eval 0.19]
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,[%eval 0.28]
rnbqkbnr/pp2pppp/8/3p4/3P4/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,[%eval 0.23]
rnbqkbnr/pp2pppp/8/3p4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 4,[%eval 0.32]
rnbqkbnr/1p2pppp/p7/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,[%eval 0.24]
rnbqkbnr/1p2pppp/p7/3p4/3P1B2/2N5/PP2PPPP/R2QKBNR b KQkq - 1 5,[%eval 0.39]
rnbqkbnr/4pppp/pp6/3p4/3P1B2/2N5/PP2PPPP/R2QKBNR w KQkq - 0 6,[%eval 0.65]
rnbqkbnr/4pppp/pp6/3p4/3P1B2/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 6,[%eval 0.46]
rn1qkbnr/4pppp/pp6/3p1b2/3P1B2/2N1P3/PP3PPP/R2QKBNR w KQkq - 1 7,[%eval 1.03]
rn1qkbnr/4pppp/pp6/3p1b2/3P1B2/2N1PN2/PP3PPP/R2QKB1R b KQkq - 2 7,[%eval 1.0]
rn1qkbnr/4pppp/pp6/3p4/3P1Bb1/2N1PN2/PP3PPP/R2QKB1R w KQkq - 3 8,[%eval 1.86]
rn1qkbnr/4pppp/pp6/3p4/3P1Bb1/2N1PN2/PP2BPPP/R2QK2R b KQkq - 4 8,[%eval 1.29]
rn1qkbnr/4pppp/pp6/3p4/3P1B2/2N1Pb2/PP2BPPP/R2QK2R w KQkq - 0 9,[%eval 2.0]
rn1qkbnr/4pppp/pp6/3p4/3P1B2/2N1PB2/PP3PPP/R2QK2R b KQkq - 0 9,[%eval 2.06]
rn1qkbnr/5ppp/pp2p3/3p4/3P1B2/2N1PB2/PP3PPP/R2QK2R w KQkq - 0 10,[%eval 1.8]
rB1qkbnr/5ppp/pp2p3/3p4/3P4/2N1PB2/PP3PPP/R2QK2R b KQkq - 0 10,[%eval 0.94]
1r1qkbnr/5ppp/pp2p3/3p4/3P4/2N1PB2/PP3PPP/R2QK2R w KQk - 0 11,[%eval 1.14]
1r1qkbnr/5ppp/pp2p3/3p4/Q2P4/2N1PB2/PP3PPP/R3K2R b KQk - 1 11,[%eval 1.13]
1r1qkbnr/5ppp/p3p3/1p1p4/Q2P4/2N1PB2/PP3PPP/R3K2R w KQk - 0 12,[%eval 1.01]
1r1qkbnr/5ppp/Q3p3/1p1p4/3P4/2N1PB2/PP3PPP/R3K2R b KQk - 0 12,[%eval 1.23]
1r1qkb1r/5ppp/Q3pn2/1p1p4/3P4/2N1PB2/PP3PPP/R3K2R w KQk - 1 13,[%eval 1.14]
1r1qkb1r/5ppp/Q3pn2/1N1p4/3P4/4PB2/PP3PPP/R3K2R b KQk - 0 13,[%eval 1.06]
1r1qk2r/5ppp/Q3pn2/1N1p4/1b1P4/4PB2/PP3PPP/R3K2R w KQk - 1 14,[%eval 1.06]
1r1qk2r/5ppp/Q3pn2/3p4/1b1P4/2N1PB2/PP3PPP/R3K2R b KQk - 2 14,[%eval 1.09]
1r1qk2r/5ppp/Q3pn2/3p4/3P4/2b1PB2/PP3PPP/R3K2R w KQk - 0 15,[%eval 1.3]
1r1qk2r/5ppp/Q3pn2/3p4/3P4/2P1PB2/P4PPP/R3K2R b KQk - 0 15,[%eval 1.43]
1r1q1rk1/5ppp/Q3pn2/3p4/3P4/2P1PB2/P4PPP/R3K2R w KQ - 1 16,[%eval 1.43]
1r1q1rk1/5ppp/Q3pn2/3p4/3P4/2P1PB2/P4PPP/R4RK1 b - - 2 16,[%eval 1.43]
1r1q1rk1/5p1p/Q3pnp1/3p4/3P4/2P1PB2/P4PPP/R4RK1 w - - 0 17,[%eval 1.81]
1r1q1rk1/5p1p/Q3pnp1/3p4/3P4/2P1PB2/P4PPP/R1R3K1 b - - 1 17,[%eval 1.83]
r2q1rk1/5p1p/Q3pnp1/3p4/3P4/2P1PB2/P4PPP/R1R3K1 w - - 2 18,[%eval 1.85]
r2q1rk1/5p1p/4pnp1/3p4/3P4/2PQPB2/P4PPP/R1R3K1 b - - 3 18,[%eval 1.75]
2rq1rk1/5p1p/4pnp1/3p4/3P4/2PQPB2/P4PPP/R1R3K1 w - - 4 19,[%eval 2.31]
2rq1rk1/5p1p/4pnp1/3p4/2PP4/3QPB2/P4PPP/R1R3K1 b - - 0 19,[%eval 2.24]
2rq1rk1/5p1p/4pnp1/8/2pP4/3QPB2/P4PPP/R1R3K1 w - - 0 20,[%eval 2.35]
2rq1rk1/5p1p/4pnp1/8/2RP4/3QPB2/P4PPP/R5K1 b - - 0 20,[%eval 2.27]
3q1rk1/5p1p/4pnp1/8/2rP4/3QPB2/P4PPP/R5K1 w - - 0 21,[%eval 2.28]
3q1rk1/5p1p/4pnp1/8/2QP4/4PB2/P4PPP/R5K1 b - - 0 21,[%eval 2.36]
3q1rk1/5p1p/4p1p1/3n4/2QP4/4PB2/P4PPP/R5K1 w - - 1 22,[%eval 2.5]
3q1rk1/5p1p/4p1p1/3B4/2QP4/4P3/P4PPP/R5K1 b - - 0 22,[%eval 2.48]
3q1rk1/5p1p/6p1/3p4/2QP4/4P3/P4PPP/R5K1 w - - 0 23,[%eval 2.44]
3q1rk1/5p1p/6p1/2Qp4/3P4/4P3/P4PPP/R5K1 b - - 1 23,[%eval 2.56]
5rk1/3q1p1p/6p1/2Qp4/3P4/4P3/P4PPP/R5K1 w - - 2 24,[%eval 2.67]
5rk1/3q1p1p/6p1/2Qp4/3P4/4P3/P4PPP/2R3K1 b - - 3 24,[%eval 1.79]
r5k1/3q1p1p/6p1/2Qp4/3P4/4P3/P4PPP/2R3K1 w - - 4 25,[%eval 1.99]
r5k1/3q1p1p/6p1/2Qp4/3P4/P3P3/5PPP/2R3K1 b - - 0 25,[%eval 2.04]
r5k1/3q3p/6p1/2Qp1p2/3P4/P3P3/5PPP/2R3K1 w - f6 0 26,[%eval 2.56]
r5k1/3q3p/6p1/2Qp1p2/3P4/P3P1P1/5P1P/2R3K1 b - - 0 26,[%eval 2.5]
r5k1/3q4/6p1/2Qp1p1p/3P4/P3P1P1/5P1P/2R3K1 w - h6 0 27,[%eval 5.48]
r5k1/3q4/2Q3p1/3p1p1p/3P4/P3P1P1/5P1P/2R3K1 b - - 1 27,[%eval 2.33]
r5k1/8/2q3p1/3p1p1p/3P4/P3P1P1/5P1P/2R3K1 w - - 0 28,[%eval 2.28]
r5k1/8/2R3p1/3p1p1p/3P4/P3P1P1/5P1P/6K1 b - - 0 28,[%eval 2.26]
6k1/8/2R3p1/3p1p1p/3P4/r3P1P1/5P1P/6K1 w - - 0 29,[%eval 4.23]
6k1/8/6p1/2Rp1p1p/3P4/r3P1P1/5P1P/6K1 b - - 1 29,[%eval 2.37]
6k1/8/6p1/2Rp1p1p/3P4/4P1P1/5P1P/r5K1 w - - 2 30,[%eval 2.65]
6k1/8/6p1/2Rp1p1p/3P4/4P1P1/5PKP/r7 b - - 3 30,[%eval 2.63]
8/5k2/6p1/2Rp1p1p/3P4/4P1P1/5PKP/r7 w - - 4 31,[%eval 2.67]
8/5k2/6p1/3R1p1p/3P4/4P1P1/5PKP/r7 b - - 0 31,[%eval 2.51]
8/5k2/6p1/3R1p1p/3P4/4P1P1/r4PKP/8 w - - 1 32,[%eval 2.51]
8/5k2/6p1/3R1p1p/3P3P/4P1P1/r4PK1/8 b - h3 0 32,[%eval 2.43]
8/5k2/6p1/3R1p1p/3P3P/4P1P1/3r1PK1/8 w - - 1 33,[%eval 2.74]
8/5k2/6p1/R4p1p/3P3P/4P1P1/3r1PK1/8 b - - 2 33,[%eval 2.77]
8/8/5kp1/R4p1p/3P3P/4P1P1/3r1PK1/8 w - - 3 34,[%eval 2.44]
8/8/R4kp1/5p1p/3P3P/4P1P1/3r1PK1/8 b - - 4 34,[%eval 2.72]
8/5k2/R5p1/5p1p/3P3P/4P1P1/3r1PK1/8 w - - 5 35,[%eval 2.56]
8/5k2/R5p1/5p1p/3P3P/4PKP1/3r1P2/8 b - - 6 35,[%eval 2.51]
8/6k1/R5p1/5p1p/3P3P/4PKP1/3r1P2/8 w - - 7 36,[%eval 3.51]
8/6k1/4R1p1/5p1p/3P3P/4PKP1/3r1P2/8 b - - 8 36,[%eval 2.56]
8/5k2/4R1p1/5p1p/3P3P/4PKP1/3r1P2/8 w - - 9 37,[%eval 2.43]
8/5k2/6p1/4Rp1p/3P3P/4PKP1/3r1P2/8 b - - 10 37,[%eval 2.65]
8/8/5kp1/4Rp1p/3P3P/4PKP1/3r1P2/8 w - - 11 38,[%eval 2.41]
8/8/5kp1/4Rp1p/3PP2P/5KP1/3r1P2/8 b - - 0 38,[%eval 0.99]
8/8/5kp1/4Rp1p/3rP2P/5KP1/5P2/8 w - - 0 39,[%eval 1.01]
8/8/5kp1/4RP1p/3r3P/5KP1/5P2/8 b - - 0 39,[%eval -44.25]
8/8/6p1/4kP1p/3r3P/5KP1/5P2/8 w - - 0 40,[%eval -39.15]
8/8/6P1/4k2p/3r3P/5KP1/5P2/8 b - - 0 40,[%eval -44.99]
8/3r4/6P1/4k2p/7P/5KP1/5P2/8 w - - 1 41,[%eval -6.49]
8/3r4/6P1/4k2p/6PP/5K2/5P2/8 b - - 0 41,[%eval -38.57]
8/3r4/6P1/4k3/6pP/5K2/5P2/8 w - - 0 42,[%eval -43.95]
8/3r4/6P1/4k3/6KP/8/5P2/8 b - - 0 42,[%eval -44.21]
8/3r4/5kP1/8/6KP/8/5P2/8 w - - 1 43,[%eval -44.18]
8/3r4/5kP1/7P/6K1/8/5P2/8 b - - 0 43,[%eval -44.19]
8/6r1/5kP1/7P/6K1/8/5P2/8 w - - 1 44,[%eval -44.04]
8/6r1/5kP1/7P/5PK1/8/8/8 b - f3 0 44,[%eval -44.36]
8/6r1/4k1P1/7P/5PK1/8/8/8 w - - 1 45,[%eval 0.0]
8/6r1/4k1P1/5P1P/6K1/8/8/8 b - - 0 45,[%eval -0.16]
8/6r1/5kP1/5P1P/6K1/8/8/8 w - - 1 46,[%eval 0.0]
8/6r1/5kPP/5P2/6K1/8/8/8 b - - 0 46,[%eval 0.0]
6r1/8/5kPP/5P2/6K1/8/8/8 w - - 1 47,[%eval 0.0]
6r1/7P/5kP1/5P2/6K1/8/8/8 b - - 0 47,[%eval 0.0]
7r/7P/5kP1/5P2/6K1/8/8/8 w - - 1 48,[%eval 0.06]
7r/7P/5kP1/5P2/5K2/8/8/8 b - - 2 48,[%eval 0.0]
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,[%eval 0.18]
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6 0 2,[%eval 0.25]
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,[%eval 0.28]
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,[%eval 0.46]
rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,[%eval 0.31]
rnbqk1nr/ppp1bppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,[%eval 0.28]
rnbqk1nr/ppp1bppp/3p4/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq d3 0 4,[%eval 0.35]
rnbqk1nr/ppp1bppp/3p4/8/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,[%eval 0.27]
rnbqk1nr/ppp1bppp/3p4/8/2BQP3/5N2/PPP2PPP/RNB1K2R b KQkq - 0 5,[%eval 0.01]
rnbqk2r/ppp1bppp/3p1n2/8/2BQP3/5N2/PPP2PPP/RNB1K2R w KQkq - 1 6,[%eval 0.07]
rnbqk2r/ppp1bppp/3p1n2/8/2BQP3/2N2N2/PPP2PPP/R1B1K2R b KQkq - 2 6,[%eval 0.06]
rnbq1rk1/ppp1bppp/3p1n2/8/2BQP3/2N2N2/PPP2PPP/R1B1K2R w KQ - 3 7,[%eval 0.06]
rnbq1rk1/ppp1bppp/3p1n2/8/2BQP3/2N1BN2/PPP2PPP/R3K2R b KQ - 4 7,[%eval 0.0]
r1bq1rk1/ppp1bppp/2np1n2/8/2BQP3/2N1BN2/PPP2PPP/R3K2R w KQ - 5 8,[%eval 0.03]
r1bq1rk1/ppp1bppp/2np1n2/8/2B1P3/2N1BN2/PPPQ1PPP/R3K2R b KQ - 6 8,[%eval 0.01]
r1bq1rk1/p1p1bppp/1pnp1n2/8/2B1P3/2N1BN2/PPPQ1PPP/R3K2R w KQ - 0 9,[%eval 0.24]
r1bq1rk1/p1p1bppp/1pnp1n2/8/2B1P3/2N1BN2/PPPQ1PPP/2KR3R b - - 1 9,[%eval 0.17]
r2q1rk1/pbp1bppp/1pnp1n2/8/2B1P3/2N1BN2/PPPQ1PPP/2KR3R w - - 2 10,[%eval 0.01]
r2q1rk1/pbp1bppp/1pnp1n2/8/2B1P2P/2N1BN2/PPPQ1PP1/2KR3R b - h3 0 10,[%eval -0.07]
r2q1rk1/pbp1bppp/1p1p1n2/4n3/2B1P2P/2N1BN2/PPPQ1PP1/2KR3R w - - 1 11,[%eval 0.66]
r2q1rk1/pbp1bppp/1p1p1n2/4N3/2B1P2P/2N1B3/PPPQ1PP1/2KR3R b - - 0 11,[%eval 0.37]
r2q1rk1/pbp1bppp/1p3n2/4p3/2B1P2P/2N1B3/PPPQ1PP1/2KR3R w - - 0 12,[%eval 0.48]
r2q1rk1/pbp1bppp/1p3n2/4p3/2B1P2P/2N1B3/PPP1QPP1/2KR3R b - - 1 12,[%eval 0.24]
r3qrk1/pbp1bppp/1p3n2/4p3/2B1P2P/2N1B3/PPP1QPP1/2KR3R w - - 2 13,[%eval 0.42]
r3qrk1/pbp1bppp/1p3n2/4p2P/2B1P3/2N1B3/PPP1QPP1/2KR3R b - - 0 13,[%eval 0.39]
r3qrk1/pbp1bpp1/1p3n1p/4p2P/2B1P3/2N1B3/PPP1QPP1/2KR3R w - - 0 14,[%eval 0.41]
r3qrk1/pbp1bpp1/1p3n1p/4p2P/2B1P1P1/2N1B3/PPP1QP2/2KR3R b - g3 0 14,[%eval -0.52]
r3qrk1/p1p1bpp1/1p3n1p/4p2P/2B1b1P1/2N1B3/PPP1QP2/2KR3R w - - 0 15,[%eval 1.4]
r3qrk1/p1p1bpp1/1p3n1p/4p1PP/2B1b3/2N1B3/PPP1QP2/2KR3R b - - 0 15,[%eval 1.61]
r3qrk1/p1p1bpp1/1p3n1p/4p1PP/2B5/2N1B3/PPP1QP2/2KR3b w - - 0 16,[%eval 1.67]
r3qrk1/p1p1bpp1/1p3n1P/4p2P/2B5/2N1B3/PPP1QP2/2KR3b b - - 0 16,[%eval -3.43]
r3qrk1/p1p1bpp1/1pb2n1P/4p2P/2B5/2N1B3/PPP1QP2/2KR4 w - - 1 17,[%eval -1.61]
r3qrk1/p1p1bpP1/1pb2n2/4p2P/2B5/2N1B3/PPP1QP2/2KR4 b - - 0 17,[%eval -2.53]
r3qr2/p1p1bpk1/1pb2n2/4p2P/2B5/2N1B3/PPP1QP2/2KR4 w - - 0 18,[%eval -2.27]
r3qr2/p1p1bpk1/1pb2n2/4p2P/2B5/2N1B3/PPP1QP2/2K3R1 b - - 1 18,[%eval -3.1]
r3qr2/p1p1bp1k/1pb2n2/4p2P/2B5/2N1B3/PPP1QP2/2K3R1 w - - 2 19,[%eval -2.7]
r3qr2/p1p1bp1k/1pb2n2/4p2P/8/2NBB3/PPP1QP2/2K3R1 b - - 3 19,[%eval -3.2]
r3qr2/p1p1bp1k/1pb2n2/7P/4p3/2NBB3/PPP1QP2/2K3R1 w - - 0 20,[%eval -2.55]
r3qr2/p1p1bp1k/1pb2n2/7P/4N3/3BB3/PPP1QP2/2K3R1 b - - 0 20,[%eval -2.76]
r3qr2/p1p1bp1k/1p3n2/7P/4b3/3BB3/PPP1QP2/2K3R1 w - - 0 21,[%eval -2.99]
r3qr2/p1p1bp1k/1p3n2/7P/4B3/4B3/PPP1QP2/2K3R1 b - - 0 21,[%eval -2.46]
r3qr2/p1p1bp1k/1p6/7P/4n3/4B3/PPP1QP2/2K3R1 w - - 0 22,[%eval -2.53]
r3qr2/p1p1bp1k/1p6/7P/4n1Q1/4B3/PPP2P2/2K3R1 b - - 1 22,[%eval -2.9]
r3qr2/p1p1bp1k/1p6/6nP/6Q1/4B3/PPP2P2/2K3R1 w - - 2 23,[%eval -2.89]
r3qr2/p1p1bp1k/1p6/5QnP/8/4B3/PPP2P2/2K3R1 b - - 3 23,[%eval -3.0]
r3qr1k/p1p1bp2/1p6/5QnP/8/4B3/PPP2P2/2K3R1 w - - 4 24,[%eval -2.98]
r3qr1k/p1p1bp2/1p6/5QBP/8/8/PPP2P2/2K3R1 b - - 0 24,[%eval -3.05]
r3q1rk/p1p1bp2/1p6/5QBP/8/8/PPP2P2/2K3R1 w - - 1 25,[%eval 0.0]
r3q1rk/p1p1bp2/1p3B2/5Q1P/8/8/PPP2P2/2K3R1 b - - 2 25,[%eval 0.0]
r3q1rk/p1p2p2/1p3b2/5Q1P/8/8/PPP2P2/2K3R1 w - - 0 26,[%eval 0.0]
r3q1rk/p1p2p2/1p3Q2/7P/8/8/PPP2P2/2K3R1 b - - 0 26,[%eval 0.0]
r3q1r1/p1p2p1k/1p3Q2/7P/8/8/PPP2P2/2K3R1 w - - 1 27,[%eval 0.0]
r3q1r1/p1p2p1k/1p6/5Q1P/8/8/PPP2P2/2K3R1 b - - 2 27,[%eval 0.0]
r3q1rk/p1p2p2/1p6/5Q1P/8/8/PPP2P2/2K3R1 w - - 3 28,[%eval 0.0]
r3q1rk/p1p2p2/1p3Q2/7P/8/8/PPP2P2/2K3R1 b - - 4 28,[%eval 0.0]
r3q1r1/p1p2p1k/1p3Q2/7P/8/8/PPP2P2/2K3R1 w - - 5 29,[%eval 0.0]
r3q1r1/p1p2p1k/1p6/5Q1P/8/8/PPP2P2/2K3R1 b - - 6 29,[%eval 0.0]
r3q1r1/p1p2p2/1p5k/5Q1P/8/8/PPP2P2/2K3R1 w - - 7 30,[%eval 0.0]
r3q1r1/p1p2p2/1p3Q1k/7P/8/8/PPP2P2/2K3R1 b - - 8 30,[%eval 0.0]
r3q1r1/p1p2p1k/1p3Q2/7P/8/8/PPP2P2/2K3R1 w - - 9 31,[%eval 0.0]
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3 0 1,[%eval 0.27]
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,[%eval 0.22]
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3 0 2,[%eval 0.19]
rnbqkb1r/pppp1ppp/5n2/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq e6 0 3,[%eval 0.37]
rnbqkb1r/pppp1ppp/5n2/4P3/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,[%eval 0.39]
rnbqkb1r/pppp1ppp/8/4P3/2P3n1/8/PP2PPPP/RNBQKBNR w KQkq - 1 4,[%eval 0.45]
rnbqkb1r/pppp1ppp/8/4P3/2PQ2n1/8/PP2PPPP/RNB1KBNR b KQkq - 2 4,[%eval -0.42]
rnbqkb1r/ppp2ppp/3p4/4P3/2PQ2n1/8/PP2PPPP/RNB1KBNR w KQkq - 0 5,[%eval -0.34]
rnbqkb1r/ppp2ppp/3P4/8/2PQ2n1/8/PP2PPPP/RNB1KBNR b KQkq - 0 5,[%eval -0.16]
rnbqk2r/ppp2ppp/3b4/8/2PQ2n1/8/PP2PPPP/RNB1KBNR w KQkq - 0 6,[%eval -0.24]
rnbqk2r/ppp2ppp/3b4/8/2PQ2n1/5N2/PP2PPPP/RNB1KB1R b KQkq - 1 6,[%eval -0.5]
r1bqk2r/ppp2ppp/2nb4/8/2PQ2n1/5N2/PP2PPPP/RNB1KB1R w KQkq - 2 7,[%eval 1.29]
r1bqk2r/ppp2pQp/2nb4/8/2P3n1/5N2/PP2PPPP/RNB1KB1R b KQkq - 0 7,[%eval 1.32]
r1bqkr2/ppp2pQp/2nb4/8/2P3n1/5N2/PP2PPPP/RNB1KB1R w KQq - 1 8,[%eval 1.54]
r1bqkr2/ppp2pQp/2nb3B/8/2P3n1/5N2/PP2PPPP/RN2KB1R b KQq - 2 8,[%eval 0.66]
r1bqkr2/ppp2pQp/3b3B/8/1nP3n1/5N2/PP2PPPP/RN2KB1R w KQq - 3 9,[%eval 0.42]
r1bqkr2/ppp2pQp/3b3B/8/1nP3n1/N4N2/PP2PPPP/R3KB1R b KQq - 4 9,[%eval 0.76]
r1b1kr2/ppp1qpQp/3b3B/8/1nP3n1/N4N2/PP2PPPP/R3KB1R w KQq - 5 10,[%eval 2.54]
r1b1kr2/ppp1qpQp/3b4/6B1/1nP3n1/N4N2/PP2PPPP/R3KB1R b KQq - 6 10,[%eval 0.63]
r1b1kr2/ppp1qpQp/3b4/6B1/2P3n1/N2n1N2/PP2PPPP/R3KB1R w KQq - 7 11,[%eval 0.72]
r1b1kr2/ppp1qpQp/3b4/6B1/2P3n1/N2n1N2/PP1KPPPP/R4B1R b q - 8 11,[%eval -0.22]
r1b1kr2/ppp1qpQp/8/6B1/1bP3n1/N2n1N2/PP1KPPPP/R4B1R w q - 9 12,[%eval 0.7]
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,[%eval 0.25]
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6 0 2,[%eval 0.2]
rnbqkbnr/pppp1ppp/8/4p3/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,[%eval -0.03]
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3,[%eval 0.11]
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/3P4/PPPN1PPP/R1BQKBNR b KQkq - 1 3,[%eval 0.1]
rn1qkbnr/ppp2ppp/3pb3/4p3/4P3/3P4/PPPN1PPP/R1BQKBNR w KQkq - 2 4,[%eval 0.04]
rn1qkbnr/ppp2ppp/3pb3/4p3/4P3/3P1N2/PPPN1PPP/R1BQKB1R b KQkq - 3 4,[%eval 0.05]
rn1qk1nr/ppp1bppp/3pb3/4p3/4P3/3P1N2/PPPN1PPP/R1BQKB1R w KQkq - 4 5,[%eval 0.04]
rn1qk1nr/ppp1bppp/3pb3/4p3/4P3/3P1NP1/PPPN1P1P/R1BQKB1R b KQkq - 0 5,[%eval -0.06]
rn1qk1nr/ppp1bpp1/3pb2p/4p3/4P3/3P1NP1/PPPN1P1P/R1BQKB1R w KQkq - 0 6,[%eval 0.18]
rn1qk1nr/ppp1bpp1/3pb2p/4p3/4P3/3P1NP1/PPPN1PBP/R1BQK2R b KQkq - 1 6,[%eval 0.13]
rn1qk1nr/ppp1bp2/3pb2p/4p1p1/4P3/3P1NP1/PPPN1PBP/R1BQK2R w KQkq g6 0 7,[%eval 0.0]
