Board State ,EVAL
rn1qk1nr/ppp1bp2/3pb2p/4p1p1/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 b kq - 1 7,[%eval -0.05]
r2qk1nr/pppnbp2/3pb2p/4p1p1/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 w kq - 2 8,[%eval 0.3]
r2qk1nr/pppnbp2/3pb2p/4p1p1/4P3/1P1P1NP1/P1PN1PBP/R1BQ1RK1 b kq - 0 8,[%eval -0.13]
r2qk1nr/pppnb3/3pb2p/4ppp1/4P3/1P1P1NP1/P1PN1PBP/R1BQ1RK1 w kq f6 0 9,[%eval 1.69]
r2qk1nr/pppnb3/3pb2p/4ppp1/4P3/1P1P1NP1/PBPN1PBP/R2Q1RK1 b kq - 1 9,[%eval 0.45]
r2qk1nr/pppnb3/3pb2p/4p1p1/4Pp2/1P1P1NP1/PBPN1PBP/R2Q1RK1 w kq - 0 10,[%eval 1.01]
r2qk1nr/pppnb3/3pb2p/4p1p1/4Pp2/1P1P1NP1/PBPN1PBP/R2QR1K1 b kq - 1 10,[%eval -0.07]
r2qk1nr/pppnb3/3pb2p/4p3/4Ppp1/1P1P1NP1/PBPN1PBP/R2QR1K1 w kq - 0 11,[%eval 0.32]
r2qk1nr/pppnb3/3pb2p/4p3/4PppN/1P1P2P1/PBPN1PBP/R2QR1K1 b kq - 1 11,[%eval -2.41]
r2qk1nr/pppn4/3pb2p/4p3/4Pppb/1P1P2P1/PBPN1PBP/R2QR1K1 w kq - 0 12,[%eval -2.26]
r2qk1nr/pppn4/3pb2p/4p3/4PppP/1P1P4/PBPN1PBP/R2QR1K1 b kq - 0 12,[%eval -2.68]
r3k1nr/pppn4/3pb2p/4p3/4Pppq/1P1P4/PBPN1PBP/R2QR1K1 w kq - 0 13,[%eval -2.97]
r3k1nr/pppn4/3pb2p/4p3/4Pppq/1P1P1P2/PBPN2BP/R2QR1K1 b kq - 0 13,[%eval -3.15]
r3k1nr/pppn4/3pb2p/4p3/4Pp1q/1P1P1Pp1/PBPN2BP/R2QR1K1 w kq - 0 14,[%eval -3.08]
r3k1nr/pppn4/3pb2p/4p3/4Pp1q/1P1P1PpP/PBPN2B1/R2QR1K1 b kq - 0 14,[%eval -3.76]
r3k1nr/pppn4/3p3p/4p3/4Pp1q/1P1P1Ppb/PBPN2B1/R2QR1K1 w kq - 0 15,[%eval -3.81]
r3k1nr/pppn4/3p3p/4p3/4Pp1q/1P1P1Ppb/PBPNR1B1/R2Q2K1 b kq - 1 15,[%eval -3.98]
r3k1nr/pppn4/3p3p/4p3/4Pp1q/1P1P1Pp1/PBPNR1b1/R2Q2K1 w kq - 0 16,[%eval -4.22]
r3k1nr/pppn4/3p3p/4p3/4Pp1q/1P1P1Pp1/PBPN2R1/R2Q2K1 b kq - 0 16,[%eval -3.98]
r3k1nr/pppn4/3p3p/4p1q1/4Pp2/1P1P1Pp1/PBPN2R1/R2Q2K1 w kq - 1 17,[%eval -3.77]
r3k1nr/pppn4/3p3p/4p1q1/2N1Pp2/1P1P1Pp1/PBP3R1/R2Q2K1 b kq - 2 17,[%eval -5.36]
r3k1nr/pppn4/3p4/4p1qp/2N1Pp2/1P1P1Pp1/PBP3R1/R2Q2K1 w kq - 0 18,[%eval -5.74]
r3k1nr/pppn4/3p4/4p1qp/2N1Pp2/1P1P1Pp1/PBPQ2R1/R5K1 b kq - 1 18,[%eval -5.65]
r3k1nr/pppn4/3p4/4p1q1/2N1Pp1p/1P1P1Pp1/PBPQ2R1/R5K1 w kq - 0 19,[%eval -5.65]
r3k1nr/pppn4/3p4/4p1q1/1QN1Pp1p/1P1P1Pp1/PBP3R1/R5K1 b kq - 1 19,[%eval -6.41]
r3k1nr/pppn4/3p4/4p1q1/1QN1Pp2/1P1P1Ppp/PBP3R1/R5K1 w kq - 0 20,[%eval -13.41]
r3k1nr/pppn4/3N4/4p1q1/1Q2Pp2/1P1P1Ppp/PBP3R1/R5K1 b kq - 0 20,[%eval -18.87]
r3k1nr/pp1n4/3p4/4p1q1/1Q2Pp2/1P1P1Ppp/PBP3R1/R5K1 w kq - 0 21,[%eval -17.43]
r3k1nr/pp1n4/3Q4/4p1q1/4Pp2/1P1P1Ppp/PBP3R1/R5K1 b kq - 0 21,[%eval -18.93]
r3k1nr/pp1n4/3Q4/4p1q1/4Pp2/1P1P1Pp1/PBP3p1/R5K1 w kq - 0 22,[%eval -19.17]
r3k1nr/pp1n4/3Q4/4p1q1/4Pp2/1P1P1Pp1/PBP3K1/R7 b kq - 0 22,[%eval -20.74]
r3k1n1/pp1n4/3Q4/4p1q1/4Pp2/1P1P1Pp1/PBP3Kr/R7 w q - 1 23,[%eval -26.28]
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,[%eval 0.16]
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6 0 2,[%eval 0.29]
rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq f3 0 2,[%eval -0.33]
rnbqkbnr/ppp2ppp/3p4/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,[%eval 0.05]
rnbqkbnr/ppp2ppp/3p4/4p3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,[%eval -0.18]
rn1qkbnr/ppp2ppp/3p4/4p3/4PPb1/5N2/PPPP2PP/RNBQKB1R w KQkq - 2 4,[%eval 0.29]
rn1qkbnr/ppp2ppp/3p4/4p3/2B1PPb1/5N2/PPPP2PP/RNBQK2R b KQkq - 3 4,[%eval -0.02]
r2qkbnr/ppp2ppp/2np4/4p3/2B1PPb1/5N2/PPPP2PP/RNBQK2R w KQkq - 4 5,[%eval 0.03]
r2qkbnr/ppp2ppp/2np4/4p3/2B1PPb1/5N2/PPPP2PP/RNBQ1RK1 b kq - 5 5,[%eval -0.04]
r2qkb1r/ppp2ppp/2np1n2/4p3/2B1PPb1/5N2/PPPP2PP/RNBQ1RK1 w kq - 6 6,[%eval 0.39]
r2qkb1r/ppp2ppp/2np1n2/4p3/2B1PPb1/2P2N2/PP1P2PP/RNBQ1RK1 b kq - 0 6,[%eval 0.2]
r2qk2r/ppp1bppp/2np1n2/4p3/2B1PPb1/2P2N2/PP1P2PP/RNBQ1RK1 w kq - 1 7,[%eval -0.06]
r2qk2r/ppp1bppp/2np1n2/4p3/2BPPPb1/2P2N2/PP4PP/RNBQ1RK1 b kq d3 0 7,[%eval 0.2]
r2qk2r/ppp1bppp/2np1n2/8/2BpPPb1/2P2N2/PP4PP/RNBQ1RK1 w kq - 0 8,[%eval 0.13]
r2qk2r/ppp1bppp/2np1n2/8/2BPPPb1/5N2/PP4PP/RNBQ1RK1 b kq - 0 8,[%eval 0.22]
r2q1rk1/ppp1bppp/2np1n2/8/2BPPPb1/5N2/PP4PP/RNBQ1RK1 w - - 1 9,[%eval 0.3]
r2q1rk1/ppp1bppp/2np1n2/8/2BPPPb1/5N1P/PP4P1/RNBQ1RK1 b - - 0 9,[%eval -0.65]
r2q1rk1/ppp1bppp/2np1n2/8/2BPPP2/5b1P/PP4P1/RNBQ1RK1 w - - 0 10,[%eval -0.7]
r2q1rk1/ppp1bppp/2np1n2/8/2BPPP2/5R1P/PP4P1/RNBQ2K1 b - - 0 10,[%eval -0.78]
r2q1rk1/ppp1bppp/2np4/8/2BPnP2/5R1P/PP4P1/RNBQ2K1 w - - 0 11,[%eval -0.25]
r2q1rk1/ppp1bppp/2np4/8/2BPnP2/2N2R1P/PP4P1/R1BQ2K1 b - - 1 11,[%eval -0.51]
r2q1rk1/ppp1bppp/2np4/8/2BP1P2/2n2R1P/PP4P1/R1BQ2K1 w - - 0 12,[%eval -0.18]
r2q1rk1/ppp1bppp/2np4/8/2BP1P2/2P2R1P/P5P1/R1BQ2K1 b - - 0 12,[%eval -0.18]
r2q1rk1/ppp1bppp/2n5/3p4/2BP1P2/2P2R1P/P5P1/R1BQ2K1 w - - 0 13,[%eval -0.17]
r2q1rk1/ppp1bppp/2n5/3p4/3P1P2/2PB1R1P/P5P1/R1BQ2K1 b - - 1 13,[%eval -0.22]
r2q1rk1/ppp1b1pp/2n5/3p1p2/3P1P2/2PB1R1P/P5P1/R1BQ2K1 w - f6 0 14,[%eval 0.03]
r2q1rk1/ppp1b1pp/2n5/3p1p2/P2P1P2/2PB1R1P/6P1/R1BQ2K1 b - a3 0 14,[%eval -0.4]
r4rk1/ppp1b1pp/2nq4/3p1p2/P2P1P2/2PB1R1P/6P1/R1BQ2K1 w - - 1 15,[%eval 0.18]
r4rk1/ppp1b1pp/2nq4/3p1p2/P2P1P2/B1PB1R1P/6P1/R2Q2K1 b - - 2 15,[%eval -0.43]
r4rk1/ppp1b1pp/2n1q3/3p1p2/P2P1P2/B1PB1R1P/6P1/R2Q2K1 w - - 3 16,[%eval -0.28]
r4rk1/ppp1B1pp/2n1q3/3p1p2/P2P1P2/2PB1R1P/6P1/R2Q2K1 b - - 0 16,[%eval -0.35]
r4rk1/ppp1q1pp/2n5/3p1p2/P2P1P2/2PB1R1P/6P1/R2Q2K1 w - - 0 17,[%eval -0.34]
r4rk1/ppp1q1pp/2n5/3p1p2/P2P1P2/2PB2RP/6P1/R2Q2K1 b - - 1 17,[%eval -0.72]
4rrk1/ppp1q1pp/2n5/3p1p2/P2P1P2/2PB2RP/6P1/R2Q2K1 w - - 2 18,[%eval -0.7]
4rrk1/ppp1q1pp/2n5/3p1p2/P2P1P2/1QPB2RP/6P1/R5K1 b - - 3 18,[%eval -0.92]
4rrk1/ppp3pp/2nq4/3p1p2/P2P1P2/1QPB2RP/6P1/R5K1 w - - 4 19,[%eval -0.91]
4rrk1/ppp3pp/2nq4/3p1p2/P2P1P2/1QPB2RP/6P1/5RK1 b - - 5 19,[%eval -0.96]
3nrrk1/ppp3pp/3q4/3p1p2/P2P1P2/1QPB2RP/6P1/5RK1 w - - 6 20,[%eval -0.77]
3nrrk1/ppp3pp/3q4/3p1p2/P2P1P2/2PB2RP/6P1/3Q1RK1 b - - 7 20,[%eval -1.03]
3nrrk1/pp4pp/2pq4/3p1p2/P2P1P2/2PB2RP/6P1/3Q1RK1 w - - 0 21,[%eval -0.89]
3nrrk1/pp4pp/2pq4/3p1p1Q/P2P1P2/2PB2RP/6P1/5RK1 b - - 1 21,[%eval -1.31]
3nrrk1/pp4pp/2p2q2/3p1p1Q/P2P1P2/2PB2RP/6P1/5RK1 w - - 2 22,[%eval -1.37]
3nrrk1/pp4pp/2p2q2/3p1pRQ/P2P1P2/2PB3P/6P1/5RK1 b - - 3 22,[%eval -1.74]
3nrrk1/pp5p/2p2qp1/3p1pRQ/P2P1P2/2PB3P/6P1/5RK1 w - - 0 23,[%eval -1.77]
3nrrk1/pp5p/2p2qpQ/3p1pR1/P2P1P2/2PB3P/6P1/5RK1 b - - 1 23,[%eval -4.53]
4rrk1/pp3n1p/2p2qpQ/3p1pR1/P2P1P2/2PB3P/6P1/5RK1 w - - 2 24,[%eval -4.62]
4rrk1/pp3n1p/2p2qp1/3p1pR1/P2P1P1Q/2PB3P/6P1/5RK1 b - - 3 24,[%eval -4.9]
4rrk1/pp5p/2p2qp1/3p1pn1/P2P1P1Q/2PB3P/6P1/5RK1 w - - 0 25,[%eval -3.84]
4rrk1/pp5p/2p2qp1/3p1pP1/P2P3Q/2PB3P/6P1/5RK1 b - - 0 25,[%eval -3.93]
4rrk1/pp5p/2p1q1p1/3p1pP1/P2P3Q/2PB3P/6P1/5RK1 w - - 1 26,[%eval -3.83]
4rrk1/pp5p/2p1q1p1/3p1pP1/P2P4/2PB2QP/6P1/5RK1 b - - 2 26,[%eval -4.35]
4rrk1/pp5p/2p3p1/3p1pP1/P2P4/2PBq1QP/6P1/5RK1 w - - 3 27,[%eval -3.84]
4rrk1/pp5p/2p3p1/3p1pP1/P2P4/2PBQ2P/6P1/5RK1 b - - 0 27,[%eval -3.93]
5rk1/pp5p/2p3p1/3p1pP1/P2P4/2PBr2P/6P1/5RK1 w - - 0 28,[%eval -3.91]
5rk1/pp5p/2p3p1/3p1pP1/P2P4/2P1r2P/6P1/1B3RK1 b - - 1 28,[%eval -5.66]
4r1k1/pp5p/2p3p1/3p1pP1/P2P4/2P1r2P/6P1/1B3RK1 w - - 2 29,[%eval -5.71]
4r1k1/pp5p/2p3p1/3p1pP1/P2P4/2P1r2P/B5P1/5RK1 b - - 3 29,[%eval -6.98]
4r1k1/pp5p/2p3p1/3p1pP1/P2P4/2P4P/B3r1P1/5RK1 w - - 4 30,[%eval -5.89]
4r1k1/pp5p/2p3p1/3p1pP1/P1PP4/7P/B3r1P1/5RK1 b - - 0 30,[%eval -9.89]
4r1k1/pp5p/2p3p1/3p1pP1/P1PP4/7P/r5P1/5RK1 w - - 0 31,[%eval -9.99]
4r1k1/pp5p/2p3p1/3P1pP1/P2P4/7P/r5P1/5RK1 b - - 0 31,[%eval -10.77]
4r1k1/pp5p/6p1/3p1pP1/P2P4/7P/r5P1/5RK1 w - - 0 32,[%eval -9.37]
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,[%eval 0.18]
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6 0 2,[%eval 0.31]
rnbqkbnr/pp1ppppp/8/2p5/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,[%eval 0.04]
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 1 3,[%eval 0.02]
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2PP4/PP3PPP/RNBQKBNR b KQkq - 0 3,[%eval -0.24]
r1bqkbnr/pp1p1ppp/2n5/2p1p3/4P3/2PP4/PP3PPP/RNBQKBNR w KQkq e6 0 4,[%eval -0.03]
r1bqkbnr/pp1p1ppp/2n5/2p1p3/4P3/2PP2P1/PP3P1P/RNBQKBNR b KQkq - 0 4,[%eval -0.37]
r1bqkbnr/pp1p1p1p/2n3p1/2p1p3/4P3/2PP2P1/PP3P1P/RNBQKBNR w KQkq - 0 5,[%eval -0.12]
r1bqkbnr/pp1p1p1p/2n3p1/2p1p3/4P3/2PP1NP1/PP3P1P/RNBQKB1R b KQkq - 1 5,[%eval -0.06]
r1bqk1nr/pp1p1pbp/2n3p1/2p1p3/4P3/2PP1NP1/PP3P1P/RNBQKB1R w KQkq - 2 6,[%eval 0.0]
r1bqk1nr/pp1p1pbp/2n3p1/2p1p3/4P3/2PP1NP1/PP3PBP/RNBQK2R b KQkq - 3 6,[%eval 0.03]
r1bqk2r/pp1pnpbp/2n3p1/2p1p3/4P3/2PP1NP1/PP3PBP/RNBQK2R w KQkq - 4 7,[%eval -0.01]
r1bqk2r/pp1pnpbp/2n3p1/2p1p3/4P3/2PPBNP1/PP3PBP/RN1QK2R b KQkq - 5 7,[%eval -0.22]
r1bqk2r/p2pnpbp/1pn3p1/2p1p3/4P3/2PPBNP1/PP3PBP/RN1QK2R w KQkq - 0 8,[%eval -0.24]
r1bqk2r/p2pnpbp/1pn3p1/2p1p3/4P3/2PPBNP1/PP1N1PBP/R2QK2R b KQkq - 1 8,[%eval -0.36]
r2qk2r/pb1pnpbp/1pn3p1/2p1p3/4P3/2PPBNP1/PP1N1PBP/R2QK2R w KQkq - 2 9,[%eval -0.18]
r2qk2r/pb1pnpbp/1pn3p1/2p1p3/4P3/2PPBNP1/PPQN1PBP/R3K2R b KQkq - 3 9,[%eval -0.45]
r2qk2r/pb2npbp/1pn3p1/2ppp3/4P3/2PPBNP1/PPQN1PBP/R3K2R w KQkq d6 0 10,[%eval -0.43]
r2qk2r/pb2npbp/1pn3p1/2pPp3/8/2PPBNP1/PPQN1PBP/R3K2R b KQkq - 0 10,[%eval -0.5]
r2qk2r/pb3pbp/1pn3p1/2pnp3/8/2PPBNP1/PPQN1PBP/R3K2R w KQkq - 0 11,[%eval -0.55]
r2qk2r/pb3pbp/1pn3p1/2pnp3/8/2PPBNP1/PPQN1PBP/R4RK1 b kq - 1 11,[%eval -0.45]
r2qk2r/p4pbp/bpn3p1/2pnp3/8/2PPBNP1/PPQN1PBP/R4RK1 w kq - 2 12,[%eval -0.15]
r2qk2r/p4pbp/bpn3p1/2pnp3/Q7/2PPBNP1/PP1N1PBP/R4RK1 b kq - 3 12,[%eval -0.34]
r2qk2r/pb3pbp/1pn3p1/2pnp3/Q7/2PPBNP1/PP1N1PBP/R4RK1 w kq - 4 13,[%eval -0.32]
r2qk2r/pb3pbp/1pn3p1/2pnp3/Q1N5/2PPBNP1/PP3PBP/R4RK1 b kq - 5 13,[%eval -0.34]
r2q1rk1/pb3pbp/1pn3p1/2pnp3/Q1N5/2PPBNP1/PP3PBP/R4RK1 w - - 6 14,[%eval -0.29]
r2q1rk1/pb3pbp/1pn3p1/2pnp3/Q1N5/P1PPBNP1/1P3PBP/R4RK1 b - - 0 14,[%eval -0.37]
r2q1rk1/1b3pbp/ppn3p1/2pnp3/Q1N5/P1PPBNP1/1P3PBP/R4RK1 w - - 0 15,[%eval -0.3]
r2q1rk1/1b3pbp/ppn3p1/2pnp3/2N5/PQPPBNP1/1P3PBP/R4RK1 b - - 1 15,[%eval -0.48]
r2qr1k1/1b3pbp/ppn3p1/2pnp3/2N5/PQPPBNP1/1P3PBP/R4RK1 w - - 2 16,[%eval 1.87]
r2qr1k1/1b3pbp/ppn3p1/2pnp1B1/2N5/PQPP1NP1/1P3PBP/R4RK1 b - - 3 16,[%eval -0.15]
r3r1k1/1bq2pbp/ppn3p1/2pnp1B1/2N5/PQPP1NP1/1P3PBP/R4RK1 w - - 4 17,[%eval 0.34]
r3r1k1/1bq2pbp/ppn3p1/2pnp1B1/2N5/PQPP1NP1/1P3PBP/R3R1K1 b - - 5 17,[%eval -0.62]
r3r1k1/1bq2pbp/p1n3p1/1ppnp1B1/2N5/PQPP1NP1/1P3PBP/R3R1K1 w - - 0 18,[%eval -0.56]
r3r1k1/1bq2pbp/p1n3p1/1ppnp1B1/8/PQPP1NP1/1P1N1PBP/R3R1K1 b - - 1 18,[%eval -0.68]
r3r1k1/1bq2pbp/p5p1/nppnp1B1/8/PQPP1NP1/1P1N1PBP/R3R1K1 w - - 2 19,[%eval -0.86]
r3r1k1/1bq2pbp/p5p1/nppnp1B1/8/P1PP1NP1/1PQN1PBP/R3R1K1 b - - 3 19,[%eval -0.67]
2r1r1k1/1bq2pbp/p5p1/nppnp1B1/8/P1PP1NP1/1PQN1PBP/R3R1K1 w - - 4 20,[%eval -0.19]
2r1r1k1/1bq2pbp/p5p1/nppnp1B1/1P6/P1PP1NP1/2QN1PBP/R3R1K1 b - b3 0 20,[%eval -1.33]
2r1r1k1/1bq2pbp/p5p1/np1np1B1/1p6/P1PP1NP1/2QN1PBP/R3R1K1 w - - 0 21,[%eval -1.29]
2r1r1k1/1bq2pbp/p5p1/np1np1B1/1P6/2PP1NP1/2QN1PBP/R3R1K1 b - - 0 21,[%eval -1.26]
2r1r1k1/1bq2pbp/p5p1/np2p1B1/1n6/2PP1NP1/2QN1PBP/R3R1K1 w - - 0 22,[%eval -1.44]
2r1r1k1/1bq2pbp/p5p1/np2p1B1/1n6/2PP1NP1/3N1PBP/RQ2R1K1 b - - 1 22,[%eval -1.23]
2r1r1k1/1bq2pbp/p5p1/np1np1B1/8/2PP1NP1/3N1PBP/RQ2R1K1 w - - 2 23,[%eval -0.89]
2r1r1k1/1bq2pbp/p5p1/np1np1B1/8/2PP1NP1/1Q1N1PBP/R3R1K1 b - - 3 23,[%eval -2.5]
2r1r1k1/1bq2pbp/p1n3p1/1p1np1B1/8/2PP1NP1/1Q1N1PBP/R3R1K1 w - - 4 24,[%eval -0.98]
2r1r1k1/1bq2pbp/p1n3p1/1p1nN1B1/8/2PP2P1/1Q1N1PBP/R3R1K1 b - - 0 24,[%eval -6.14]
2r1r1k1/1bq2pbp/p5p1/1p1nn1B1/8/2PP2P1/1Q1N1PBP/R3R1K1 w - - 0 25,[%eval -6.2]
2r1r1k1/1bq2pbp/p5p1/1p1nn1B1/8/2PP2P1/3N1PBP/RQ2R1K1 b - - 1 25,[%eval -10.34]
2r1r1k1/1bq2pbp/p5p1/1p2n1B1/8/2nP2P1/3N1PBP/RQ2R1K1 w - - 0 26,[%eval -10.24]
2r1r1k1/1bq2pbp/p5p1/1p2n1B1/8/2nP2P1/3N1PBP/R1Q1R1K1 b - - 1 26,[%eval -14.84]
2r1r1k1/1bq2pbp/p5p1/1p4B1/8/2nn2P1/3N1PBP/R1Q1R1K1 w - - 0 27,[%eval -14.48]
2r1r1k1/1bq2pbp/p5p1/1p4B1/8/Q1nn2P1/3N1PBP/R3R1K1 b - - 1 27,[%eval -20.87]
2r1r1k1/1bq2pbp/p5p1/1p4B1/8/Q1n3P1/3N1PBP/R3n1K1 w - - 0 28,[%eval -20.65]
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3 0 1,[%eval 0.25]
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,[%eval 0.26]
rnbqkb1r/pppppppp/5n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 2 2,[%eval 0.15]
rnbqkb1r/pp1ppppp/2p2n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,[%eval 0.41]
rnbqkb1r/pp1ppppp/2p2n2/8/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,[%eval 0.41]
rnbqkb1r/pp2pppp/2p2n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq d6 0 4,[%eval 0.25]
rnbqkb1r/pp2pppp/2p2n2/3p4/3P1B2/2N1P3/PPP2PPP/R2QKBNR b KQkq - 0 4,[%eval 0.26]
rnbqkb1r/pp3ppp/2p1pn2/3p4/3P1B2/2N1P3/PPP2PPP/R2QKBNR w KQkq - 0 5,[%eval 0.24]
rnbqkb1r/pp3ppp/2p1pn2/3p4/3P1B2/P1N1P3/1PP2PPP/R2QKBNR b KQkq - 0 5,[%eval 0.04]
rnb1kb1r/pp3ppp/2p1pn2/q2p4/3P1B2/P1N1P3/1PP2PPP/R2QKBNR w KQkq - 1 6,[%eval 0.62]
rnb1kb1r/pp3ppp/2p1pn2/q2p4/3P1B2/P1N1P3/1PP1NPPP/R2QKB1R b KQkq - 2 6,[%eval 0.25]
rnb1kb1r/pp3ppp/2p1p3/q2p4/3PnB2/P1N1P3/1PP1NPPP/R2QKB1R w KQkq - 3 7,[%eval 0.56]
rnb1kb1r/pp3ppp/2p1p3/q2p4/1P1PnB2/P1N1P3/2P1NPPP/R2QKB1R b KQkq b3 0 7,[%eval 0.69]
rnb1kb1r/pp3ppp/2p1p3/q2p4/1P1P1B2/P1n1P3/2P1NPPP/R2QKB1R w KQkq - 0 8,[%eval 0.49]
rnb1kb1r/pp3ppp/2p1p3/P2p4/3P1B2/P1n1P3/2P1NPPP/R2QKB1R b KQkq - 0 8,[%eval -0.1]
rnb1kb1r/pp3ppp/2p1p3/P2p4/3P1B2/P3P3/2P1NPPP/R2nKB1R w KQkq - 0 9,[%eval -0.17]
rnb1kb1r/pp3ppp/2p1p3/P2p4/3P1B2/P3P3/2P1NPPP/R2K1B1R b kq - 0 9,[%eval -0.14]
r1b1kb1r/pp1n1ppp/2p1p3/P2p4/3P1B2/P3P3/2P1NPPP/R2K1B1R w kq - 1 10,[%eval -0.19]
r1b1kb1r/pp1n1ppp/2p1p3/P2p4/3P1B2/P3P1N1/2P2PPP/R2K1B1R b kq - 2 10,[%eval -0.51]
r1b1k2r/pp1nbppp/2p1p3/P2p4/3P1B2/P3P1N1/2P2PPP/R2K1B1R w kq - 3 11,[%eval -0.33]
r1b1k2r/pp1nbppp/2p1p3/P2p4/2PP1B2/P3P1N1/5PPP/R2K1B1R b kq c3 0 11,[%eval -0.46]
r1b2rk1/pp1nbppp/2p1p3/P2p4/2PP1B2/P3P1N1/5PPP/R2K1B1R w - - 1 12,[%eval -0.18]
r1b2rk1/pp1nbppp/2p1p3/P2P4/3P1B2/P3P1N1/5PPP/R2K1B1R b - - 0 12,[%eval -0.08]
r1b2rk1/pp1nbppp/2p5/P2p4/3P1B2/P3P1N1/5PPP/R2K1B1R w - - 0 13,[%eval -0.09]
r1b2rk1/pp1nbppp/2p5/P2p4/3P1B1P/P3P1N1/5PP1/R2K1B1R b - h3 0 13,[%eval -0.19]
r1b2rk1/pp2bppp/2p2n2/P2p4/3P1B1P/P3P1N1/5PP1/R2K1B1R w - - 1 14,[%eval -0.1]
r1b2rk1/pp2bppp/2p2n2/P2p3P/3P1B2/P3P1N1/5PP1/R2K1B1R b - - 0 14,[%eval -0.19]
r1b1r1k1/pp2bppp/2p2n2/P2p3P/3P1B2/P3P1N1/5PP1/R2K1B1R w - - 1 15,[%eval -0.14]
r1b1r1k1/pp2bppp/2p2n2/P2p3P/3P1B2/P2BP1N1/5PP1/R2K3R b - - 2 15,[%eval -0.15]
r1b1rbk1/pp3ppp/2p2n2/P2p3P/3P1B2/P2BP1N1/5PP1/R2K3R w - - 3 16,[%eval 0.0]
r1b1rbk1/pp3ppp/2p2n2/P2p3P/3P1B2/P2BP3/4NPP1/R2K3R b - - 4 16,[%eval -0.06]
r1b1rbk1/pp3ppp/2p5/P2p3P/3PnB2/P2BP3/4NPP1/R2K3R w - - 5 17,[%eval -0.01]
r1b1rbk1/pp3ppp/2p5/P2p3P/3PBB2/P3P3/4NPP1/R2K3R b - - 0 17,[%eval -0.22]
r1b2bk1/pp3ppp/2p5/P2p3P/3PrB2/P3P3/4NPP1/R2K3R w - - 0 18,[%eval 0.01]
r1b2bk1/pp3ppp/2p5/P2p3P/3PrB2/P3PP2/4N1P1/R2K3R b - - 0 18,[%eval -0.15]
r1b1rbk1/pp3ppp/2p5/P2p3P/3P1B2/P3PP2/4N1P1/R2K3R w - - 1 19,[%eval -0.2]
r1b1rbk1/pp3ppp/2p5/P2p3P/3P1BP1/P3PP2/4N3/R2K3R b - g3 0 19,[%eval -0.45]
r1b1rbk1/p4ppp/1pp5/P2p3P/3P1BP1/P3PP2/4N3/R2K3R w - - 0 20,[%eval -0.22]
r1b1rbk1/p4ppp/1Pp5/3p3P/3P1BP1/P3PP2/4N3/R2K3R b - - 0 20,[%eval -0.77]
r1b1rbk1/5ppp/1pp5/3p3P/3P1BP1/P3PP2/4N3/R2K3R w - - 0 21,[%eval -0.83]
r1b1rbk1/5ppp/1pp5/3p2PP/3P1B2/P3PP2/4N3/R2K3R b - - 0 21,[%eval -1.13]
2b1rbk1/5ppp/1pp5/3p2PP/3P1B2/r3PP2/4N3/R2K3R w - - 0 22,[%eval -1.15]
2b1rbk1/5ppp/1pp5/3p2PP/3P1B2/R3PP2/4N3/3K3R b - - 0 22,[%eval -1.07]
2b1r1k1/5ppp/1pp5/3p2PP/3P1B2/b3PP2/4N3/3K3R w - - 0 23,[%eval -1.13]
2b1r1k1/5ppp/1pp5/3p2PP/3P1B2/b3PP2/4N3/3K2R1 b - - 1 23,[%eval -1.5]
2b1r1k1/5ppp/1p6/2pp2PP/3P1B2/b3PP2/4N3/3K2R1 w - - 0 24,[%eval -1.06]
2b1r1k1/5ppp/1p6/2Pp2PP/5B2/b3PP2/4N3/3K2R1 b - - 0 24,[%eval -1.02]
2b1r1k1/5ppp/8/2pp2PP/5B2/b3PP2/4N3/3K2R1 w - - 0 25,[%eval -0.99]
2b1r1k1/5ppp/6P1/2pp3P/5B2/b3PP2/4N3/3K2R1 b - - 0 25,[%eval -1.7]
